id,host_since,host_response_rate,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location
10422,2017,100,I Centro Storico,Entire loft,Entire home/apt,4,1,1,163,2,1125,49,4.92,4.98,4.94
2503,2014,0,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,118,2,90,49,4.85,4.85,4.88
2761,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,135,2,29,49,4.67,4.61,4.94
6507,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,49,2,1125,49,4.84,4.88,4.76
7743,2016,67,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,130,2,30,49,4.8,4.84,4.98
9994,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,105,2,30,49,4.81,4.85,4.92
10999,2017,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,5,1,1,76,2,28,49,4.67,4.92,4.38
11192,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,99,2,1000,49,5,4.98,5
11374,2016,100,XIII Aurelia,Entire rental unit,Entire home/apt,5,1,2,100,2,1125,49,4.96,4.98,4.8
11512,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,120,2,400,49,4.94,4.94,5
12161,2018,75,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,76,2,5,49,4.65,4.69,4.98
8566,2014,60,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,65,2,30,49,4.56,4.79,4.92
6392,2016,100,V Prenestino/Centocelle,Private room in rental unit,Private room,3,1,1,50,2,30,49,4.84,5,4.31
7519,2015,90,XII Monte Verde,Private room in rental unit,Private room,2,1,1,410,2,1125,49,4.78,4.76,4.31
3547,2015,100,I Centro Storico,Room in bed and breakfast,Hotel room,2,1,1,89,2,62,49,4.21,4.58,4.53
13580,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,7,1.5,2,85,2,1125,49,4.9,4.94,4.94
13768,2016,100,I Centro Storico,Private room in condominium (condo),Private room,2,1.5,1,40,2,10,49,4.65,4.73,4.86
11533,2016,100,I Centro Storico,Entire loft,Entire home/apt,4,2,1,260,2,1125,49,4.88,4.98,5
1339,2011,93,XIII Aurelia,Entire rental unit,Entire home/apt,6,2,2,123,2,1125,49,4.23,4.04,4.49
1388,2013,100,XII Monte Verde,Entire rental unit,Entire home/apt,4,2,2,125,2,1125,49,4.42,4.49,4.33
4471,2015,100,XIII Aurelia,Entire rental unit,Entire home/apt,7,2,3,80,2,1125,49,4.77,4.91,4.87
9673,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,72,2,1125,49,4.81,4.69,4.98
4356,2013,100,IV Tiburtina,Private room in rental unit,Private room,3,2,1,334,2,30,49,4.8,4.81,4.6
10677,2017,100,X Ostia/Acilia,Entire villa,Entire home/apt,12,4,4,200,2,30,49,4.98,4.98,4.71
1366,2013,100,VIII Appia Antica,Entire rental unit,Entire home/apt,4,1,2,85,3,1125,49,4.77,4.85,4.6
2840,2011,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,7,1,2,77,3,30,49,4.9,4.96,4.76
4974,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,100,3,14,49,4.57,4.63,4.94
8593,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,57,3,1125,49,4.15,4.31,4.58
10316,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,60,3,29,49,4.75,4.6,4.92
10872,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,70,3,60,49,5,5,4.84
11677,2015,80,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,2,1,1,55,3,1125,49,4.79,4.85,4.5
14312,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,114,3,120,49,4.65,4.73,4.92
21211,2019,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,2,1,1,29,3,20,49,4.92,4.96,4.96
11794,2017,100,I Centro Storico,Private room in rental unit,Private room,3,1,1,55,3,1125,49,4.9,4.92,4.96
8268,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,3,93,3,90,49,4.69,4.73,4.9
14675,2019,100,IV Tiburtina,Entire rental unit,Entire home/apt,6,2,1,78,3,30,49,4.9,4.71,4.57
15251,2014,99,I Centro Storico,Entire rental unit,Entire home/apt,6,2,3,147,3,30,49,4.71,4.73,4.86
15410,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,7,2,3,140,3,1125,49,4.96,4.96,4.98
492,2012,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,6,1.5,2,106,4,360,49,4.71,4.65,4.79
22307,2019,100,I Centro Storico,Entire loft,Entire home/apt,2,1,1,70,1,40,50,4.88,4.92,4.98
2596,2014,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,4,1,1,90,1,1125,50,4.63,4.81,4.65
9482,2016,100,X Ostia/Acilia,Entire rental unit,Entire home/apt,5,1,2,61,1,30,50,4.98,4.92,4.9
11140,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,106,1,60,50,4.64,4.6,5
12078,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,6,1,2,99,1,1125,50,4.88,4.88,4.92
14587,2012,100,XV Cassia/Flaminia,Entire rental unit,Entire home/apt,4,1,1,59,1,10,50,4.94,4.92,4.78
15044,2016,70,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,100,1,97,50,4.62,4.6,4.86
15849,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,50,1,90,50,4.32,4.56,4.92
18488,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,77,1,15,50,4.94,4.9,5
19649,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,60,1,1125,50,4.8,4.94,4.9
19909,2020,100,XII Monte Verde,Entire rental unit,Entire home/apt,6,1,2,118,1,28,50,5,5,4.86
21958,2021,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,114,1,10,50,4.84,4.94,4.96
7465,2012,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,59,1,30,50,4.62,4.78,4.9
13848,2014,100,I Centro Storico,Private room in condominium (condo),Private room,2,1,1,73,1,180,50,5,4.94,4.98
6063,2016,100,I Centro Storico,Private room in rental unit,Private room,2,1,1,40,1,1125,50,4.7,4.84,4.9
15016,2019,94,I Centro Storico,Private room in rental unit,Private room,4,1,1,45,1,1125,50,4.38,4.6,4.7
16339,2012,100,I Centro Storico,Private room in rental unit,Private room,2,1,4,100,1,99,50,4.79,4.77,4.7
19922,2020,100,I Centro Storico,Private room in rental unit,Private room,2,1,1,30,1,90,50,4.96,4.82,5
16418,2019,100,VII San Giovanni/Cinecitta,Room in hotel,Hotel room,2,1,1,41,1,7,50,4.86,4.78,4.54
20076,2020,100,I Centro Storico,Entire rental unit,Entire home/apt,4,2,1,68,1,1125,50,4.54,4.34,5
919,2011,100,I Centro Storico,Entire rental unit,Entire home/apt,8,3,3,150,1,1125,50,4.4,4.47,4.88
1038,2011,100,I Centro Storico,Private room in serviced apartment,Private room,9,4,4,55,1,1125,50,4.66,4.82,4.8
4654,2015,100,VII San Giovanni/Cinecitta,Entire condominium (condo),Entire home/apt,2,1,1,64,2,15,50,4.7,4.74,4.48
8039,2016,100,X Ostia/Acilia,Entire condominium (condo),Entire home/apt,4,1,1,57,2,1125,50,4.9,4.96,4.69
5852,2015,100,I Centro Storico,Entire loft,Entire home/apt,3,1,1,60,2,365,50,4.54,4.38,4.65
852,2012,100,XIII Aurelia,Entire rental unit,Entire home/apt,5,1,1,74,2,30,50,4.8,4.88,4.82
2160,2014,100,III Monte Sacro,Entire rental unit,Entire home/apt,4,1,2,66,2,1125,50,4.73,4.65,4.53
2424,2014,100,VIII Appia Antica,Entire rental unit,Entire home/apt,2,1,1,51,2,1125,50,4.74,4.9,4.4
3154,2014,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,6,1,2,57,2,60,50,4.8,4.73,4.57
6754,2016,100,XII Monte Verde,Entire rental unit,Entire home/apt,4,1,1,63,2,90,50,4.71,4.9,4.73
9587,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,80,2,1125,50,4.94,4.96,4.96
10429,2017,90,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,5,1,2,55,2,20,50,4.82,4.9,4.76
11758,2018,100,III Monte Sacro,Entire rental unit,Entire home/apt,4,1,1,41,2,29,50,4.64,4.8,4.16
12970,2016,99,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,2,1,1,63,2,29,50,4.48,4.58,4.44
15152,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,7,1,2,59,2,28,50,4.82,4.92,4.9
15974,2014,98,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,227,2,1125,50,4.2,4.26,4.96
16216,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,179,2,1125,50,4.78,4.82,5
17145,2019,100,X Ostia/Acilia,Entire rental unit,Entire home/apt,5,1,2,89,2,1125,50,4.96,4.98,4.82
18643,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,84,2,270,50,4.82,4.74,4.94
14295,2013,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,64,2,10,50,4.9,4.92,4.92
14670,2014,90,I Centro Storico,Private room in condominium (condo),Private room,3,1,1,79,2,1125,50,4.78,4.84,4.9
3628,2015,100,VII San Giovanni/Cinecitta,Private room in guest suite,Private room,2,1,1,54,2,1125,50,4.8,4.71,4.67
4307,2014,88,XIV Monte Mario,Private room in rental unit,Private room,2,1,1,60,2,30,50,4.7,4.73,4.64
5940,2013,100,I Centro Storico,Private room in rental unit,Private room,2,1,1,70,2,1125,50,4.71,4.85,4.85
4994,2011,100,I Centro Storico,Entire rental unit,Entire home/apt,7,2,3,129,2,90,50,4.78,4.64,5
9495,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,3,94,2,28,50,4.55,4.53,4.84
13916,2014,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,6,2,3,142,2,29,50,4.98,4.94,4.94
15495,2016,99,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,93,2,1125,50,4.74,4.84,4.86
18213,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,336,2,1125,50,4.86,4.8,4.96
1574,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,12,2.5,2,138,2,180,50,4.6,4.7,4.92
2999,2014,100,I Centro Storico,Entire condominium (condo),Entire home/apt,8,3,3,89,2,90,50,4.92,4.98,4.84
1918,2014,100,II Parioli/Nomentano,Entire loft,Entire home/apt,4,1,1,85,3,1125,50,4.88,4.69,4.59
5051,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,95,3,90,50,4.6,4.52,4.96
8884,2015,100,IV Tiburtina,Entire rental unit,Entire home/apt,4,1,2,48,3,31,50,4.9,4.8,4.51
9598,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,80,3,30,50,4.86,4.96,4.78
15078,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,80,3,29,50,4.88,4.94,5
15851,2011,99,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,74,3,365,50,4.38,4.54,4.38
17424,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,70,3,1125,50,4.62,4.72,4.94
7058,2016,50,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,45,3,1125,50,4.96,4.98,4.88
4750,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,12,3.5,5,236,3,300,50,4.92,4.94,4.96
10885,2016,100,XIV Monte Mario,Private room in rental unit,Private room,2,1,1,45,4,10,50,4.91,4.98,4.74
10580,2016,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,4,1,2,55,5,300,50,4.88,4.76,4.68
7648,2011,90,XIV Monte Mario,Entire rental unit,Entire home/apt,6,2,3,70,7,150,50,4.32,4.26,4.35
3638,2015,100,XIV Monte Mario,Entire rental unit,Entire home/apt,5,1,2,55,30,1125,50,4.82,4.86,4.6
8244,2016,100,I Centro Storico,Entire condominium (condo),Entire home/apt,2,1,1,73,1,1125,51,4.31,4.47,4.86
15107,2019,100,X Ostia/Acilia,Entire condominium (condo),Entire home/apt,4,1,1,49,1,29,51,4.96,5,4.8
1913,2013,89,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,206,1,1124,51,4.82,4.96,4.92
11948,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,65,1,1125,51,4.71,4.88,4.98
12632,2013,90,VIII Appia Antica,Entire rental unit,Entire home/apt,2,1,1,60,1,1125,51,4.9,4.94,4.86
19216,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,110,1,31,51,4.88,4.9,5
13630,2018,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,51,1,1125,51,4.61,4.71,4.88
14066,2013,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,42,1,1125,51,4.71,4.82,4.92
20327,2020,93,I Centro Storico,Private room in rental unit,Private room,3,1,1,48,1,1125,51,4.63,4.78,4.06
17849,2018,95,I Centro Storico,Private room in serviced apartment,Private room,2,1,1,52,1,1125,51,4.8,4.73,4.88
14561,2016,100,I Centro Storico,Room in hotel,Hotel room,3,1,1,41,1,1125,51,4.71,4.61,4.96
20241,2014,100,I Centro Storico,Room in hotel,Private room,2,1,1,38,1,1125,51,4.49,4.45,4.63
14279,2016,46,XIII Aurelia,Room in serviced apartment,Hotel room,2,1,1,60,1,1125,51,4.45,4.49,4.63
10704,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,3,1.5,1,93,1,30,51,4.75,4.88,5
8083,2011,100,I Centro Storico,Entire rental unit,Entire home/apt,7,2,2,144,1,1125,51,4.82,4.7,4.98
11009,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,8,2,3,139,1,1125,51,4.33,4.39,4.92
14767,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,2,2,79,1,1125,51,4.65,4.73,4.75
15720,2014,97,XII Monte Verde,Entire rental unit,Entire home/apt,8,2,3,160,1,1125,51,4.84,4.95,4.68
16295,2015,70,I Centro Storico,Entire rental unit,Entire home/apt,5,2,2,149,1,1125,51,4.57,4.59,4.84
17299,2017,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,6,2,2,90,1,28,51,4.67,4.69,4.45
13057,2018,100,II Parioli/Nomentano,Entire condominium (condo),Entire home/apt,3,1,1,55,2,1125,51,4.88,4.84,4.84
4379,2014,100,VII San Giovanni/Cinecitta,Entire loft,Entire home/apt,2,1,1,35,2,30,51,4.94,4.98,4.43
7368,2013,100,I Centro Storico,Entire loft,Entire home/apt,5,1,1,92,2,14,51,4.7,4.78,4.94
2324,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,6,1,2,160,2,1125,51,4.67,4.82,4.73
7015,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,6,1,2,170,2,15,51,4.78,4.92,4.96
7059,2016,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,2,1,1,50,2,1125,51,4.72,4.8,4.8
8045,2016,100,XIV Monte Mario,Entire rental unit,Entire home/apt,4,1,2,73,2,31,51,4.92,4.9,4.76
9998,2015,88,IV Tiburtina,Entire rental unit,Entire home/apt,4,1,1,28,2,1125,51,4.51,4.53,4.16
11824,2018,100,XII Monte Verde,Entire rental unit,Entire home/apt,5,1,1,47,2,1125,51,4.39,4.41,4.49
12002,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,894,2,240,51,4.55,4.41,4.94
14130,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,60,2,1125,51,4.37,4.51,4.92
14513,2018,99,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,95,2,1125,51,4.46,4.88,4.88
15796,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,144,2,240,51,4.59,4.65,4.94
5232,2015,88,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,49,2,1125,51,4.57,4.66,4.77
6714,2014,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,65,2,1125,51,4.86,4.92,4.78
2648,2014,100,XI Arvalia/Portuense,Private room in rental unit,Private room,3,1,1,45,2,1125,51,4.82,4.88,4.56
10594,2015,86,I Centro Storico,Private room in rental unit,Private room,2,1,1,50,2,7,51,4.67,4.86,4.94
10601,2017,100,XII Monte Verde,Private room in serviced apartment,Private room,2,1,1,62,2,29,51,4.88,4.94,4.69
6388,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,68,2,28,51,4.9,4.94,4.69
13206,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,116,2,1125,51,5,5,4.98
16367,2019,95,I Centro Storico,Entire rental unit,Entire home/apt,7,2,2,113,2,1125,51,4.84,4.67,4.94
6595,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2.5,2,126,2,1125,51,4.58,4.56,4.98
25,2010,90,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,72,3,180,51,4.1,4.2,4.72
480,2012,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,2,1,1,48,3,1125,51,4.63,4.85,4.28
9069,2016,100,XIII Aurelia,Entire rental unit,Entire home/apt,2,1,1,50,3,30,51,4.41,4.69,4.33
11689,2012,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,4,1,1,57,3,65,51,4.69,4.33,4.59
13123,2013,91,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,79,3,1125,51,4.78,4.8,4.65
14065,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,79,3,30,51,4.76,4.75,5
21220,2019,100,VII San Giovanni/Cinecitta,Private room in rental unit,Private room,2,1,1,28,3,20,51,4.67,4.84,4.75
7560,2016,100,I Centro Storico,Entire loft,Entire home/apt,4,2,2,115,3,1125,51,4.47,4.55,5
2703,2014,90,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,104,3,90,51,4.7,4.77,4.87
2795,2012,94,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,156,3,1125,51,4.37,4.63,4.88
3616,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,129,3,240,51,4.63,4.53,4.88
5014,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,3,96,3,1125,51,4.67,4.78,4.94
7745,2015,80,I Centro Storico,Entire rental unit,Entire home/apt,6,2,3,169,3,1125,51,4.76,4.92,4.96
8011,2016,100,I Centro Storico,Private room in rental unit,Private room,12,3,3,75,3,20,51,4.76,4.84,4.94
524,2012,80,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,90,4,1125,51,4.51,4.49,4.46
874,2011,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,168,5,90,51,4.7,4.71,4.94
7859,2016,0,IV Tiburtina,Entire rental unit,Entire home/apt,4,1,2,70,5,90,51,4.88,4.96,4.43
2664,2014,100,XI Arvalia/Portuense,Private room in rental unit,Private room,2,1,1,40,7,29,51,5,4.96,4.67
19576,2014,100,I Centro Storico,Entire condominium (condo),Entire home/apt,4,1,1,51,1,1125,52,4.85,4.92,5
11625,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,80,1,60,52,4.83,4.97,5
14294,2018,100,X Ostia/Acilia,Entire rental unit,Entire home/apt,4,1,1,73,1,30,52,4.94,4.9,4.63
21751,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,90,1,15,52,4.96,4.81,4.92
22401,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,50,1,28,52,4.17,3.69,4.85
11841,2013,100,I Centro Storico,Entire vacation home,Entire home/apt,4,1,1,47,1,1125,52,4.23,4.1,4.98
383,2012,96,I Centro Storico,Private room in guest suite,Private room,2,1,1,40,1,365,52,4.08,4.56,4.62
11186,2016,100,VII San Giovanni/Cinecitta,Entire villa,Entire home/apt,12,2.5,4,320,1,30,52,4.83,4.71,4.85
9005,2015,100,I Centro Storico,Private room in rental unit,Private room,2,2.5,1,45,1,1125,52,4,4.61,4.49
2034,2014,100,III Monte Sacro,Entire rental unit,Entire home/apt,2,1,1,41,2,1125,52,4.73,4.87,4.65
3953,2015,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,6,1,2,60,2,1125,52,4.57,4.59,4.71
11398,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,72,2,1125,52,4.71,4.67,4.83
12529,2016,100,XII Monte Verde,Entire rental unit,Entire home/apt,5,1,3,52,2,29,52,4.83,4.79,4.79
12749,2018,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,6,1,1,421,2,30,52,4.75,4.79,4.85
15140,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,100,2,1125,52,4.69,4.67,4.77
15467,2019,85,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,79,2,1125,52,4.42,4.38,4.98
16505,2019,100,IV Tiburtina,Entire rental unit,Entire home/apt,4,1,1,68,2,20,52,4.92,4.85,4.73
18530,2019,90,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,73,2,1125,52,4.69,4.75,4.6
11566,2018,100,I Centro Storico,Entire serviced apartment,Entire home/apt,7,1,3,350,2,30,52,4.48,4.3,4.8
16680,2019,90,I Centro Storico,Private room in rental unit,Private room,3,1,1,59,2,90,52,4.65,4.87,4.87
6327,2016,92,XIII Aurelia,Private room in serviced apartment,Private room,2,1,1,48,2,1125,52,4.87,4.92,4.82
544,2012,100,I Centro Storico,Room in bed and breakfast,Hotel room,2,1,1,91,2,30,52,4.9,4.88,4.76
19370,2015,100,I Centro Storico,Entire loft,Entire home/apt,4,1.5,1,55,2,1125,52,4.88,4.85,4.73
3520,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,88,2,29,52,4.94,4.94,5
7496,2014,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,6,2,3,69,2,1125,52,4.88,4.96,4.65
9338,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,405,2,50,52,4.83,4.94,4.94
16854,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,130,2,29,52,4.94,4.92,4.96
19092,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,61,2,30,52,4.92,4.9,4.98
19037,2014,100,I Centro Storico,Entire condominium (condo),Entire home/apt,2,1,1,63,3,1125,52,4.85,4.81,4.88
4401,2013,0,XIII Aurelia,Entire rental unit,Entire home/apt,4,1,2,99,3,30,52,4.71,4.74,4.82
7171,2016,100,XIII Aurelia,Entire rental unit,Entire home/apt,5,1,1,51,3,1125,52,4.44,4.67,4.12
7382,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,200,3,100,52,4.77,4.79,4.94
10879,2016,100,III Monte Sacro,Entire rental unit,Entire home/apt,2,1,1,40,3,33,52,4.87,4.92,4.52
11098,2012,88,XII Monte Verde,Entire rental unit,Entire home/apt,4,1,1,129,3,1125,52,4.69,4.73,4.69
12982,2018,100,XI Arvalia/Portuense,Entire rental unit,Entire home/apt,4,1,1,50,3,30,52,4.85,4.88,4.6
13930,2018,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,6,1.5,3,90,3,1125,52,4.65,4.77,4.23
14676,2015,100,VIII Appia Antica,Entire rental unit,Entire home/apt,3,1.5,2,69,3,30,52,4.92,4.9,4.69
5354,2015,100,XIV Monte Mario,Entire rental unit,Entire home/apt,6,2,3,60,3,30,52,4.56,4.76,4.16
12544,2018,60,I Centro Storico,Entire rental unit,Entire home/apt,6,2,2,219,3,1125,52,4.96,4.75,5
14826,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,2,1,68,3,1125,52,4.81,4.77,4.64
1597,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,3,2,150,3,30,52,4.69,4.88,4.94
6275,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,4,3,2,232,3,270,52,4.69,4.67,4.94
3775,2015,100,III Monte Sacro,Entire rental unit,Entire home/apt,5,1,2,35,4,1125,52,4.67,4.67,4.35
9760,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1.5,2,100,4,1125,52,4.62,4.4,5
10760,2012,100,XIII Aurelia,Entire rental unit,Entire home/apt,4,1,1,64,5,29,52,4.73,4.81,4.83
4044,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,79,6,14,52,4.75,4.86,4.88
15913,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,68,7,1125,52,4.44,4.4,4.71
3960,2015,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,3,1,1,111,1,1125,53,4.81,4.87,4.74
10426,2017,100,XI Arvalia/Portuense,Entire rental unit,Entire home/apt,3,1,2,45,1,50,53,4.72,4.6,4.47
11628,2018,100,XII Monte Verde,Entire rental unit,Entire home/apt,2,1,1,65,1,30,53,4.67,4.87,4.44
15706,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,70,1,30,53,4.98,4.92,4.98
3028,2014,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,88,1,1125,53,4.92,4.98,4.81
8808,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,74,1,1125,53,4.94,4.91,4.94
7640,2012,100,I Centro Storico,Private room in rental unit,Private room,2,1,1,38,1,60,53,4.36,4.66,4.21
20579,2012,96,I Centro Storico,Private room in rental unit,Private room,2,1,1,37,1,1125,53,4.62,4.74,4.91
5617,2015,100,VII San Giovanni/Cinecitta,Room in bed and breakfast,Hotel room,3,1,1,39,1,1125,53,4.81,4.89,4.75
16850,2017,96,I Centro Storico,Room in hotel,Hotel room,2,1,1,45,1,1125,53,4.4,4.58,4.6
16154,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,6,2,3,276,1,1125,53,5,4.91,5
9504,2012,100,XIII Aurelia,Entire rental unit,Entire home/apt,8,3,3,210,1,30,53,4.79,4.79,4.92
15231,2013,98,I Centro Storico,Entire rental unit,Entire home/apt,8,4,4,198,1,1125,53,4.74,4.58,4.92
4881,2015,86,IV Tiburtina,Entire loft,Entire home/apt,4,1,1,48,2,110,53,4.6,4.57,4.21
336,2012,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,4,1,1,69,2,365,53,4.7,4.83,4.45
2189,2014,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,3,1,2,65,2,200,53,4.76,4.8,4.8
3663,2013,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,4,1,1,45,2,1125,53,4.49,4.47,4.22
4701,2014,75,X Ostia/Acilia,Entire rental unit,Entire home/apt,6,1,2,69,2,1125,53,4.58,4.6,4.69
9085,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,6,1,3,68,2,1125,53,4.79,4.74,4.83
11562,2015,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,4,1,1,70,2,1125,53,5,5,4.85
14772,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,95,2,30,53,4.96,4.98,4.98
14975,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,61,2,1125,53,4.47,4.55,4.7
15637,2019,100,XI Arvalia/Portuense,Entire rental unit,Entire home/apt,5,1,2,70,2,1125,53,4.96,5,4.62
16071,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,92,2,30,53,4.94,4.75,4.96
