id,host_since,host_response_rate,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location
19198,2019,100,I Centro Storico,Private room in guesthouse,Private room,2,0,1,46,1,1125,1,4,4,5
5840,2015,100,V Prenestino/Centocelle,Entire condominium (condo),Entire home/apt,5,1,3,60,1,1125,1,5,5,5
8691,2015,50,I Centro Storico,Entire condominium (condo),Entire home/apt,7,1,3,179,1,100,1,2,5,5
10734,2013,90,I Centro Storico,Entire condominium (condo),Entire home/apt,9,1,3,170,1,1000,1,5,5,5
18238,2019,0,I Centro Storico,Entire condominium (condo),Entire home/apt,2,1,1,100,1,1125,1,5,5,5
19843,2019,100,XII Monte Verde,Entire condominium (condo),Entire home/apt,7,1,3,114,1,28,1,5,5,5
21187,2013,97,II Parioli/Nomentano,Entire condominium (condo),Entire home/apt,4,1,1,63,1,1125,1,5,5,5
21611,2013,100,XIII Aurelia,Entire condominium (condo),Entire home/apt,6,1,1,60,1,1125,1,3,3,4
21655,2021,100,XIII Aurelia,Entire condominium (condo),Entire home/apt,4,1,1,113,1,365,1,5,4,4
21662,2021,100,XII Monte Verde,Entire condominium (condo),Entire home/apt,4,1,1,93,1,365,1,4,5,4
21827,2021,100,II Parioli/Nomentano,Entire condominium (condo),Entire home/apt,2,1,1,100,1,90,1,4,4,5
21856,2020,100,X Ostia/Acilia,Entire condominium (condo),Entire home/apt,2,1,1,64,1,29,1,3,2,5
22024,2019,100,I Centro Storico,Entire condominium (condo),Entire home/apt,4,1,2,98,1,1125,1,5,5,5
22393,2015,100,III Monte Sacro,Entire condominium (condo),Entire home/apt,6,1,1,45,1,365,1,4,5,5
22549,2016,100,I Centro Storico,Entire condominium (condo),Entire home/apt,3,1,1,60,1,365,1,4,4,5
22791,2021,100,V Prenestino/Centocelle,Entire condominium (condo),Entire home/apt,4,1,2,100,1,1125,1,5,5,4
22800,2021,100,XII Monte Verde,Entire condominium (condo),Entire home/apt,4,1,1,71,1,1125,1,5,5,5
22920,2021,100,X Ostia/Acilia,Entire condominium (condo),Entire home/apt,4,1,1,90,1,15,1,5,5,5
23173,2012,100,I Centro Storico,Entire condominium (condo),Entire home/apt,3,1,1,59,1,29,1,5,5,5
23250,2021,50,I Centro Storico,Entire condominium (condo),Entire home/apt,2,1,1,110,1,1125,1,5,5,5
23503,2012,100,I Centro Storico,Entire condominium (condo),Entire home/apt,4,1,1,95,1,1125,1,4,5,4
23527,2019,60,XI Arvalia/Portuense,Entire condominium (condo),Entire home/apt,4,1,1,50,1,365,1,3,4,4
24157,2021,100,I Centro Storico,Entire condominium (condo),Entire home/apt,2,1,1,46,1,365,1,5,5,5
24172,2021,100,X Ostia/Acilia,Entire condominium (condo),Entire home/apt,4,1,2,50,1,365,1,4,3,5
24245,2018,70,I Centro Storico,Entire condominium (condo),Entire home/apt,4,1,1,114,1,1125,1,4,5,5
24335,2021,100,XIII Aurelia,Entire condominium (condo),Entire home/apt,2,1,1,70,1,10,1,5,5,5
24363,2021,100,I Centro Storico,Entire condominium (condo),Entire home/apt,4,1,1,89,1,1125,1,5,5,5
24387,2016,100,I Centro Storico,Entire condominium (condo),Entire home/apt,3,1,1,85,1,365,1,5,5,5
24549,2016,100,XIII Aurelia,Entire condominium (condo),Entire home/apt,2,1,1,51,1,365,1,5,5,5
17637,2013,100,VII San Giovanni/Cinecitta,Entire loft,Entire home/apt,2,1,1,50,1,20,1,3,5,5
19309,2020,90,XV Cassia/Flaminia,Entire loft,Entire home/apt,4,1,1,104,1,29,1,5,5,5
21151,2017,100,II Parioli/Nomentano,Entire loft,Entire home/apt,4,1,1,90,1,7,1,5,4,3
24040,2021,100,XII Monte Verde,Entire loft,Entire home/apt,4,1,1,64,1,365,1,4,4,3
7595,2016,100,I Centro Storico,Entire place,Entire home/apt,3,1,1,90,1,1125,1,4,4,5
177,2011,100,VI Roma delle Torri,Entire rental unit,Entire home/apt,4,1,2,79,1,7,1,5,5,5
1161,2013,50,XV Cassia/Flaminia,Entire rental unit,Entire home/apt,2,1,1,100,1,1125,1,5,5,5
1575,2011,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,5,1,1,68,1,6,1,4,5,5
1954,2014,67,II Parioli/Nomentano,Entire rental unit,Entire home/apt,4,1,2,80,1,1125,1,1,1,4
2414,2011,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,7,1,1,98,1,6,1,5,5,4
2578,2014,86,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,130,1,1125,1,4,4,5
2681,2011,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,2,1,1,60,1,180,1,5,4,5
2817,2014,0,III Monte Sacro,Entire rental unit,Entire home/apt,4,1,1,70,1,1125,1,5,5,5
3220,2014,78,IX Eur,Entire rental unit,Entire home/apt,4,1,2,178,1,180,1,5,5,5
3866,2014,0,XII Monte Verde,Entire rental unit,Entire home/apt,5,1,2,150,1,1125,1,5,5,3
5931,2016,100,XII Monte Verde,Entire rental unit,Entire home/apt,9,1,3,63,1,1125,1,5,5,4
8935,2016,0,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,429,1,1125,1,5,5,5
9050,2017,40,XV Cassia/Flaminia,Entire rental unit,Entire home/apt,2,1,1,600,1,60,1,1,3,2
9310,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,150,1,1125,1,5,5,5
9964,2015,70,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,130,1,1125,1,4,4,5
9988,2014,97,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,259,1,1125,1,5,5,5
10886,2015,100,XI Arvalia/Portuense,Entire rental unit,Entire home/apt,3,1,2,94,1,15,1,5,5,4
11900,2015,89,XIV Monte Mario,Entire rental unit,Entire home/apt,4,1,1,80,1,1125,1,5,5,5
12186,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,105,1,15,1,5,5,5
13399,2018,99,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,99,1,1125,1,3,4,4
13467,2018,90,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,213,1,1125,1,5,5,5
13543,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,67,1,30,1,4,5,5
13597,2013,89,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,127,1,1125,1,5,5,5
14059,2018,91,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,105,1,28,1,5,4,5
14103,2015,83,X Ostia/Acilia,Entire rental unit,Entire home/apt,3,1,1,80,1,1125,1,5,5,5
14323,2011,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,9,1,2,85,1,6,1,5,5,5
15031,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,189,1,99,1,1,3,3
15196,2013,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,90,1,1125,1,5,5,5
15212,2018,99,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,110,1,1125,1,2,5,4
15409,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,6,1,1,104,1,28,1,5,5,5
16106,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,99,1,1125,1,2,4,5
16149,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,139,1,200,1,5,5,5
16266,2014,97,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,200,1,1125,1,5,5,5
16513,2019,75,XV Cassia/Flaminia,Entire rental unit,Entire home/apt,2,1,1,60,1,1125,1,3,3,2
16664,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,129,1,200,1,5,5,5
16977,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,7,1,3,270,1,1125,1,4,5,5
17554,2018,91,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,105,1,37,1,3,2,4
17720,2013,97,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,88,1,60,1,5,5,5
17978,2013,90,I Centro Storico,Entire rental unit,Entire home/apt,7,1,3,189,1,300,1,4,4,5
18133,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,6,1,2,129,1,1125,1,5,5,5
18203,2014,100,XV Cassia/Flaminia,Entire rental unit,Entire home/apt,4,1,1,55,1,365,1,5,5,5
18239,2019,50,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,140,1,10,1,5,5,5
18397,2019,0,II Parioli/Nomentano,Entire rental unit,Entire home/apt,5,1,1,80,1,29,1,5,5,5
18446,2016,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,4,1,1,55,1,28,1,5,5,5
18675,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,69,1,300,1,4,4,5
18804,2011,100,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,105,1,1125,1,5,4,5
18807,2011,100,I Centro Storico,Entire rental unit,Entire home/apt,6,1,2,136,1,1125,1,5,5,5
19241,2020,80,I Centro Storico,Entire rental unit,Entire home/apt,7,1,2,133,1,25,1,5,5,5
19363,2020,63,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,93,1,15,1,5,5,5
19446,2015,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,2,60,1,1125,1,4,5,5
19448,2014,100,IV Tiburtina,Entire rental unit,Entire home/apt,4,1,2,83,1,7,1,5,5,5
19481,2017,80,II Parioli/Nomentano,Entire rental unit,Entire home/apt,3,1,1,150,1,31,1,3,3,5
19616,2018,100,XII Monte Verde,Entire rental unit,Entire home/apt,4,1,1,65,1,30,1,5,5,5
19673,2016,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,8,1,3,100,1,1125,1,5,5,5
20169,2013,90,I Centro Storico,Entire rental unit,Entire home/apt,11,1,3,219,1,1125,1,1,1,4
20307,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,45,1,30,1,4,5,4
20354,2014,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,1,10,1,1125,1,4,3,3
20407,2018,85,I Centro Storico,Entire rental unit,Entire home/apt,3,1,2,82,1,1125,1,4,5,5
20466,2020,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,4,1,1,52,1,1125,1,5,5,5
20757,2016,86,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,100,1,1125,1,5,4,5
20834,2018,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,4,1,1,51,1,1125,1,5,4,5
20876,2020,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,84,1,365,1,1,1,5
21046,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,66,1,300,1,5,5,5
21139,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,119,1,1125,1,5,4,5
21177,2015,90,II Parioli/Nomentano,Entire rental unit,Entire home/apt,2,1,1,54,1,28,1,5,5,5
21264,2013,90,I Centro Storico,Entire rental unit,Entire home/apt,11,1,3,219,1,1125,1,5,5,5
21302,2015,74,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,119,1,1125,1,5,5,5
21409,2020,100,VIII Appia Antica,Entire rental unit,Entire home/apt,4,1,1,73,1,30,1,5,5,5
21537,2020,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,4,1,1,140,1,30,1,5,5,5
21721,2014,100,V Prenestino/Centocelle,Entire rental unit,Entire home/apt,2,1,1,59,1,365,1,5,5,5
22288,2021,90,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,126,1,1125,1,5,5,5
22400,2018,99,I Centro Storico,Entire rental unit,Entire home/apt,6,1,2,128,1,1125,1,4,3,5
22533,2019,100,I Centro Storico,Entire rental unit,Entire home/apt,1,1,1,70,1,365,1,5,5,5
22647,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,140,1,1125,1,2,3,4
22834,2016,92,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,120,1,365,1,1,1,5
23208,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,7,1,2,185,1,1125,1,5,4,5
23253,2016,100,VII San Giovanni/Cinecitta,Entire rental unit,Entire home/apt,6,1,3,150,1,1125,1,5,5,5
23322,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,5,1,2,112,1,1125,1,5,5,5
23409,2016,100,XII Monte Verde,Entire rental unit,Entire home/apt,5,1,2,170,1,1125,1,3,5,5
23410,2016,100,II Parioli/Nomentano,Entire rental unit,Entire home/apt,2,1,1,125,1,1125,1,5,5,5
23412,2016,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,170,1,1125,1,5,5,5
23507,2014,97,I Centro Storico,Entire rental unit,Entire home/apt,2,1,1,329,1,1125,1,5,5,5
23580,2021,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,75,1,1125,1,4,2,5
23650,2018,99,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,88,1,1125,1,3,1,5
23729,2013,100,XIII Aurelia,Entire rental unit,Entire home/apt,4,1,1,90,1,1125,1,5,5,5
23801,2018,100,I Centro Storico,Entire rental unit,Entire home/apt,3,1,1,66,1,1125,1,4,2,5
23901,2021,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,96,1,29,1,4,4,5
24076,2012,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,55,1,300,1,4,3,5
24088,2017,100,I Centro Storico,Entire rental unit,Entire home/apt,4,1,1,117,1,60,1,4,5,5
3773,2014,100,XV Cassia/Flaminia,Entire serviced apartment,Entire home/apt,5,1,2,180,1,1125,1,4,5,4
23357,2021,100,II Parioli/Nomentano,Entire serviced apartment,Entire home/apt,4,1,1,120,1,365,1,4,4,3
23379,2021,100,I Centro Storico,Entire serviced apartment,Entire home/apt,3,1,1,131,1,365,1,5,5,5
23808,2021,100,XIII Aurelia,Entire serviced apartment,Entire home/apt,4,1,1,65,1,365,1,1,3,1
23971,2021,100,I Centro Storico,Entire vacation home,Entire home/apt,2,1,2,124,1,14,1,5,5,5
24212,2012,50,I Centro Storico,Entire vacation home,Entire home/apt,3,1,1,85,1,365,1,4,3,5
24329,2017,71,XII Monte Verde,Entire vacation home,Entire home/apt,2,1,1,29,1,365,1,4,4,5
24337,2021,100,I Centro Storico,Entire vacation home,Entire home/apt,4,1,1,96,1,365,1,5,5,5
3088,2014,50,IX Eur,Entire villa,Entire home/apt,2,1,1,41,1,1125,1,5,5,5
19802,2020,100,III Monte Sacro,Entire villa,Entire home/apt,5,1,2,48,1,1125,1,5,4,5
7594,2016,100,I Centro Storico,Private room,Private room,2,1,1,90,1,1125,1,5,5,5
7988,2016,89,I Centro Storico,Private room,Private room,3,1,1,99,1,1125,1,4,5,4
20588,2016,100,I Centro Storico,Private room,Private room,2,1,1,142,1,1125,1,5,5,5
22709,2021,100,I Centro Storico,Private room,Private room,3,1,1,82,1,30,1,5,5,5
888,2013,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,140,1,30,1,5,5,5
944,2013,50,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,135,1,14,1,1,1,1
1328,2013,100,XIII Aurelia,Private room in bed and breakfast,Private room,6,1,1,80,1,1125,1,4,5,5
1650,2012,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,100,1,1125,1,5,5,5
1944,2013,80,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,68,1,9,1,5,5,5
2328,2014,0,I Centro Storico,Private room in bed and breakfast,Private room,8,1,1,95,1,1125,1,1,1,1
2521,2014,100,XII Monte Verde,Private room in bed and breakfast,Private room,2,1,1,109,1,1125,1,1,3,2
2848,2014,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,3,1,1,90,1,1125,1,4,3,5
3055,2014,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,2,1,1,59,1,1125,1,5,5,4
3197,2012,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,57,1,365,1,4,4,5
3287,2015,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,79,1,90,1,5,5,5
3691,2015,100,XI Arvalia/Portuense,Private room in bed and breakfast,Private room,2,1,1,60,1,1125,1,5,5,5
4203,2014,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,85,1,1125,1,3,4,3
4432,2015,80,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,85,1,1125,1,4,5,5
4825,2015,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,87,1,60,1,4,5,5
5347,2015,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,106,1,1125,1,5,5,5
5349,2015,100,I Centro Storico,Private room in bed and breakfast,Private room,4,1,1,99,1,90,1,2,4,3
5373,2011,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,148,1,30,1,5,5,5
5589,2015,90,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,80,1,1125,1,5,5,5
5691,2015,100,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,65,1,1125,1,4,5,5
6025,2016,90,II Parioli/Nomentano,Private room in bed and breakfast,Private room,4,1,1,185,1,1125,1,2,3,5
6029,2016,90,II Parioli/Nomentano,Private room in bed and breakfast,Private room,3,1,1,85,1,1125,1,3,3,5
6039,2016,90,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,65,1,1125,1,4,5,3
6198,2015,80,IX Eur,Private room in bed and breakfast,Private room,1,1,1,60,1,1125,1,5,5,5
6320,2016,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,75,1,1125,1,5,5,5
6790,2016,90,VI Roma delle Torri,Private room in bed and breakfast,Private room,2,1,1,40,1,1125,1,4,4,4
6888,2015,100,VI Roma delle Torri,Private room in bed and breakfast,Private room,1,1,1,35,1,1125,1,5,5,5
7813,2016,90,II Parioli/Nomentano,Private room in bed and breakfast,Private room,4,1,1,80,1,1125,1,4,5,5
7907,2016,40,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,65,1,30,1,5,5,5
8265,2013,80,IV Tiburtina,Private room in bed and breakfast,Private room,2,1,1,35,1,90,1,5,5,5
8597,2013,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,70,1,300,1,4,4,5
8940,2016,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,149,1,1125,1,5,5,5
9348,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,1,1,1,71,1,1125,1,5,5,5
9355,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,127,1,1125,1,5,5,5
9593,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,90,1,1125,1,4,4,5
9776,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,72,1,30,1,5,5,4
10925,2017,90,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,50,1,60,1,5,5,5
10936,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,80,1,1125,1,5,5,5
11168,2016,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,163,1,1125,1,5,5,5
11494,2018,0,XI Arvalia/Portuense,Private room in bed and breakfast,Private room,2,1,1,36,1,1125,1,5,5,5
11506,2013,50,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,150,1,30,1,1,1,1
12188,2018,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,4,1,1,35,1,30,1,5,5,4
12264,2016,100,X Ostia/Acilia,Private room in bed and breakfast,Private room,2,1,1,85,1,1125,1,5,5,5
12266,2016,100,X Ostia/Acilia,Private room in bed and breakfast,Private room,2,1,1,80,1,1125,1,5,5,5
12836,2011,100,XI Arvalia/Portuense,Private room in bed and breakfast,Private room,2,1,1,65,1,1125,1,4,5,3
12914,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,1,1,1,69,1,365,1,4,4,5
13281,2018,100,VIII Appia Antica,Private room in bed and breakfast,Private room,3,1,1,66,1,29,1,5,5,5
13874,2018,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,4,1,1,35,1,30,1,2,3,1
14024,2017,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,41,1,12,1,4,5,4
14062,2018,75,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,65,1,20,1,5,5,4
14080,2016,100,IV Tiburtina,Private room in bed and breakfast,Private room,2,1,1,45,1,29,1,4,5,5
14418,2018,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,4,1,1,35,1,1125,1,5,5,5
14558,2016,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,77,1,1000,1,5,5,5
14810,2018,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,115,1,1125,1,5,5,5
14878,2018,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,2,1,1,48,1,29,1,5,5,5
15377,2015,100,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,80,1,15,1,5,5,5
15546,2019,0,XV Cassia/Flaminia,Private room in bed and breakfast,Private room,2,1,1,40,1,30,1,5,5,5
16516,2013,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,71,1,1125,1,5,5,5
16838,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,4,1,1,180,1,1125,1,4,5,5
16840,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,139,1,1125,1,5,5,5
16932,2019,90,XV Cassia/Flaminia,Private room in bed and breakfast,Private room,2,1,1,40,1,365,1,5,5,5
17195,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,44,1,1125,1,5,5,5
18021,2011,88,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,71,1,1125,1,5,4,5
18080,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,80,1,1125,1,5,5,5
18322,2019,80,XIV Monte Mario,Private room in bed and breakfast,Private room,4,1,1,60,1,25,1,5,5,5
18411,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,70,1,1125,1,5,5,5
18628,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,90,1,1125,1,5,5,5
18661,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,79,1,29,1,5,5,5
18698,2019,0,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,135,1,10,1,3,4,5
18785,2018,100,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,56,1,1125,1,5,5,5
18837,2015,73,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,55,1,1125,1,3,3,3
18920,2018,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,2,1,1,48,1,29,1,5,5,5
19341,2014,100,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,81,1,1125,1,5,5,4
19379,2018,100,VIII Appia Antica,Private room in bed and breakfast,Private room,3,1,1,39,1,1125,1,1,1,1
19632,2019,100,VII San Giovanni/Cinecitta,Private room in bed and breakfast,Private room,2,1,1,59,1,30,1,5,5,5
19730,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,86,1,1125,1,5,5,5
19731,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,80,1,1125,1,5,5,5
20058,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,63,1,1125,1,1,1,2
20100,2019,90,V Prenestino/Centocelle,Private room in bed and breakfast,Private room,2,1,1,45,1,30,1,5,5,5
20259,2020,100,XII Monte Verde,Private room in bed and breakfast,Private room,2,1,1,58,1,1125,1,5,5,5
20296,2020,100,XII Monte Verde,Private room in bed and breakfast,Private room,2,1,1,58,1,1125,1,4,4,5
20414,2012,100,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,50,1,1125,1,5,5,5
20474,2020,100,VIII Appia Antica,Private room in bed and breakfast,Private room,2,1,1,73,1,28,1,5,5,4
20522,2020,100,VIII Appia Antica,Private room in bed and breakfast,Private room,2,1,1,69,1,28,1,3,4,3
20698,2020,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,86,1,1125,1,5,5,5
20753,2018,70,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,80,1,1125,1,5,5,5
20755,2018,70,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,60,1,1125,1,5,4,5
20827,2019,100,XIV Monte Mario,Private room in bed and breakfast,Private room,3,1,1,67,1,1125,1,5,5,5
20870,2020,87,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,37,1,365,1,1,1,5
21020,2015,25,I Centro Storico,Private room in bed and breakfast,Private room,1,1,1,25,1,1125,1,1,1,3
21102,2020,100,I Centro Storico,Private room in bed and breakfast,Private room,1,1,1,99,1,1125,1,5,5,5
21326,2019,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,80,1,30,1,4,5,5
21375,2020,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,78,1,1125,1,5,5,5
21377,2020,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,81,1,1125,1,5,5,5
21431,2021,50,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,117,1,28,1,5,5,5
21472,2021,67,VI Roma delle Torri,Private room in bed and breakfast,Private room,1,1,1,42,1,1125,1,5,5,5
21499,2017,87,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,36,1,1125,1,3,2,4
21540,2013,75,I Centro Storico,Private room in bed and breakfast,Private room,4,1,1,65,1,15,1,5,5,5
21677,2021,75,I Centro Storico,Private room in bed and breakfast,Private room,4,1,1,128,1,1125,1,4,5,5
21780,2018,60,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,63,1,30,1,5,5,5
21833,2021,80,I Centro Storico,Private room in bed and breakfast,Private room,1,1,1,80,1,1125,1,5,5,5
21932,2021,75,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,55,1,20,1,5,5,5
22076,2017,100,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,86,1,20,1,5,5,5
22121,2016,90,XIII Aurelia,Private room in bed and breakfast,Private room,2,1,1,155,1,1125,1,5,5,5
22337,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,79,1,30,1,2,4,5
22338,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,59,1,30,1,5,5,5
22386,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,126,1,60,1,5,5,5
22551,2021,100,XIII Aurelia,Private room in bed and breakfast,Private room,4,1,1,85,1,365,1,5,5,5
22660,2021,63,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,45,1,28,1,4,5,5
22828,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,74,1,1125,1,5,5,4
22829,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,101,1,1125,1,5,5,5
22850,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,78,1,90,1,5,5,4
22851,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,70,1,90,1,5,5,5
22916,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,80,1,365,1,5,5,4
22977,2014,100,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,70,1,1125,1,3,3,3
23077,2021,90,I Centro Storico,Private room in bed and breakfast,Private room,2,1,1,60,1,365,1,5,5,5
23168,2019,100,VIII Appia Antica,Private room in bed and breakfast,Private room,4,1,1,60,1,30,1,4,4,5
23263,2021,100,I Centro Storico,Private room in bed and breakfast,Private room,3,1,1,78,1,365,1,4,5,5
23335,2021,100,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,59,1,365,1,5,5,5
23399,2021,100,II Parioli/Nomentano,Private room in bed and breakfast,Private room,2,1,1,101,1,365,1,4,4,5
